<Header file>
"software";"created";"content";"1";
"(aixmParser v2.26.4) ";"2021-06-25T14:09:58.320220";"airspacesCatalog";{"srcAixmFile": "../AIXM4.5_all_FR_OM_2021-06-17.xml", "srcAixmOrigin": "Sia-France", "srcAixmVersion": "4.5", "srcAixmCreated": "2021-05-06T14:48:09.497+02:00", "srcAixmEffective": "2021-06-17T00:00:00.000+02:00"};

<Content>
"zoneType";"groupZone";"vfrZone";"vfrZoneExt";"freeFlightZone";"freeFlightZoneExt";"excludeAirspaceNotCoord";"excludeAirspaceNotFfArea";"geometryType";"excludeAirspaceByFilter";"excludeAirspaceByAlt";"excludeAirspaceByRef";"deltaExt";"potentialFilter4FreeFlightZone";"orgName";"keySrcFile";"GUId";"UId";"id";"srcClass";"srcType";"srcCodeActivity";"srcLocalType";"srcCodeMil";"srcCodeLocInd";"srcName";"class";"type";"codeActivity";"name";"nameV";"desc";"Mhz";"activationCode";"activationDesc";"timeScheduling";"declassifiable";"seeNOTAM";"exceptSAT";"exceptSUN";"exceptHOL";"groundEstimatedHeight";"lowerMin";"lower";"lowerM";"ordinalLowerMinM";"ordinalLowerM";"upperMax";"upper";"upperM";"ordinalUpperMaxM";"ordinalUpperM";"WarningValDistVerLower";"WarningValDistVerUpper";"lowerType";"lowerValue";"lowerUnit";"lowerTypeMnm";"lowerValueMnm";"lowerUnitMnm";"upperType";"upperValue";"upperUnit";"lowerTypeMax";"lowerValueMax";"lowerUnitMax";"use4cfd";
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512186";"LF9415";"";"D-OTHER";;"AER";;;"9415";"Q";"AER";;"9415";"AER 9415";"Radio controlled seaplanes model flying.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512247";"LF9411";"";"D-OTHER";;"AER";;;"9411";"Q";"AER";;"9411";"AER 9411";"Radio controlled model flying.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564797";"LF9109";"";"D-OTHER";;"AER";;;"9109";"Q";"AER";;"9109";"AER 9109 Upper(1800FT AMSL-1000FT AGL)";"Upper limit: MON-FRI: 500 ft ASFC. WE and HOL: 1800 ft AMSL (1000ft ASFC). Radio controlled model flying (planes and gliders with a large wingspan).";;"HJ";"SR-SS.";;;;;;;;;"SFC";"0";;;"1000FT AGL";"1800FT AMSL";"548";"304";;;;"HEI";"0";"FT";;;;"ALT";"1800";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512280";"LF9423";"";"D-OTHER";;"AER";;;"9423";"Q";"AER";;"9423";"AER 9423";"Radio controlled model flying.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512287";"LF9418";"";"D-OTHER";;"AER";;;"9418";"Q";"AER";;"9418";"AER 9418 Upper(1700FT AMSL-1000FT AGL)";"Radio controlled model flying.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1000FT AGL";"1700FT AMSL";"518";"304";;;;"HEI";"0";"FT";;;;"ALT";"1700";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512255";"LF9409";"";"D-OTHER";;"AER";;;"9409";"Q";"AER";;"9409";"AER 9409";"Radio controlled model flying.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1562167";"LF9290";"";"D-OTHER";;"AER";;;"9290";"Q";"AER";;"9290";"AER 9290 Upper(1460FT AMSL-1000FT AGL)";"Radio controlled large wingspan gliders activity. Except WE and HOL, activity limited to 650ft as per protocol during LFBM ATS SKED.";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1000FT AGL";"1460FT AMSL";"445";"304";;;;"HEI";"0";"FT";;;;"ALT";"1460";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512661";"LF9726";"";"D-OTHER";;"AER";;;"9726";"Q";"AER";;"9726";"AER 9726";"Radio controlled flights according to protocol.";;"HJ";"SR-SS+30";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"150FT AGL";"45";;"45";;;"HEI";"0";"FT";;;;"HEI";"150";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1566201";"LF9587";"";"D-OTHER";;"AER";;;"9587";"Q";"AER";;"9587";"AER 9587 Upper(2300FT AMSL-1000FT AGL)";"Radio controlled model flying (including large wingspan gliders).";;"HJ";"SR-SS";;;;;;;;;"SFC";"0";;;"1000FT AGL";"2300FT AMSL";"701";"304";;;;"HEI";"0";"FT";;;;"ALT";"2300";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564805";"LF9517";"";"D-OTHER";;"AER";;;"9517";"Q";"AER";;"9517";"AER 9517";"Radio controlled model flying.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"500FT AGL";"152";;"152";;;"HEI";"0";"FT";;;;"HEI";"500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512654";"LF9724";"";"D-OTHER";;"AER";;;"9724";"Q";"AER";;"9724";"AER 9724";"Radio controlled flights according to protocol.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"170FT AGL";"51";;"51";;;"HEI";"0";"FT";;;;"HEI";"170";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"10833954";"LFV9645MOD";"";"D-OTHER";;"AER";;;"9645";"Q";"AER";;"9645";"AER 9645";"Radio controlled model flying according to protocol.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"660FT AGL";"201";;"201";;;"HEI";"0";"FT";;;;"HEI";"660";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"32512531";"LF9723";"";"D-OTHER";;"AER";;;"9723";"Q";"AER";;"9723";"AER 9723";"Radio controlled flights according to protocol.";;"HJ";"SR-SS";;;;;;;"[0, 0, 0, 0]";;"SFC";"0";;;;"170FT AGL";"51";;"51";;;"HEI";"0";"FT";;;;"HEI";"170";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1561683";"CTA11561";"D";"CTA";;;;;"ILES ANGLO-NORMANDES 1";"D";"CTA";;"ILES ANGLO-NORMANDES 1";"CTA ILES ANGLO-NORMANDES 1";"(1) By RENNES APP delegation, ATS services provided by JERSEY APP. UK part (north part): see UK AIP. NOTE: OAT/GAT: particular conditions for transit (see british information). Frequencies: see ENR 6.1";;"HX";"WIN: 0545-2100 SUM: 0445-2030 Cf. AIP UK AD 2 EGJJ 1-5. For details of Channel Islands CTR see UK AIP AD 2 EGJJ.";;"True";;;;;;;"FL055";"1676";;;;"FL080";"2438";;;;;"STD";"55";"FL";;;;"STD";"080";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1561715";"CTA11562";"D";"CTA";;;;;"ILES ANGLO-NORMANDES 2";"D";"CTA";;"ILES ANGLO-NORMANDES 2";"CTA ILES ANGLO-NORMANDES 2";"(1 ) By RENNES APP delegation, ATS services provided by JERSEY APP. UK part (north part): see UK AIP. NOTE: OAT/GAT: particular conditions for transit (see british information). Frequencies: see ENR 6.1";;"HX";"WIN: 0545-2100 SUM: 0445-2030 Cf. AIP UK AD 2 EGJJ 1-5. For details of Channel Islands CTR see UK AIP AD 2 EGJJ.";;"True";;;;;;;"3500FT AMSL";"1066";;;;"FL080";"2438";;;;;"ALT";"3500";"FT";;;;"STD";"080";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"32513072";"1599SUD2";"";"D-OTHER";;"SIV";;;"RENNES SUD 2";"SIV";"SIV";;"RENNES SUD 2";"RENNES SUD 2";;;"H24";;;;;;;;;;"FL115";"3505";;;;"FL195";"5943";;;;;"STD";"115";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"1560855";"1599SUD1";"";"D-OTHER";;"SIV";;;"RENNES SUD 1";"SIV";"SIV";;"RENNES SUD 1";"RENNES SUD 1";"Radio contact not guaranteed BLW 3500ft AMSL within East and North-East of RENNES SIV (Bagnoles de l'Orne and Flers region).";;"H24";;;;;;;;;;"SFC";"0";;;;"FL115";"3505";;;;;"HEI";"0";"FT";;;;"STD";"115";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"32513572";"15999COTB";"";"D-OTHER";;"SIV";;;"RENNES COTENTIN B";"SIV";"SIV";;"RENNES COTENTIN B";"RENNES COTENTIN B";;;"H24";;;;;;;;;;"FL055";"1676";;;;"FL195";"5943";;;;;"STD";"055";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"32563537";"LFSRMZKS";"G";"RAS";;"RMZ";;;"SOLENZARA";"RMZ";"RMZ";;"SOLENZARA";"RMZ SOLENZARA";"Possible activation H24. Outside periods of activity, A/A GHISONACCIA 118.350 MHz.";;;;;;;;;;;;"SFC";"0";;;;"2500FT AMSL";"762";;;;;"HEI";"0";"FT";;;;"ALT";"2500";"FT";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"32513049";"LFR108HNZ";"";"RAS";;"FBZ";;;"108 HNZ";"RAS";"RAS";;"108 HNZ";"108 HNZ";;;;;;;;;;;;;"FL195";"5943";;;;"FL999";"30449";;;;;"STD";"195";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"False";"False";"False";"False";;;;;"True";;;;;;;"32512777";"LFR108HS";"";"R";;;;;"108 HS";"R";"R";;"108 HS";"R 108 HS";"Administrator: CCER Istres CAG IFR: penetration as per protocol. CAM: penetration with authorization from MARIUS Radar or MARENGO Radar. Except from LF-R 108 HN and LF-R 108 RT when active. Actual activity known on: - MARSEILLE CONTROLE/UAC, - BORDEAUX CONTROLE/UAC, - MARIUS Radar, - MARENGO Radar.";;;;;;;;;;;;"FL195";"5943";;;;"FL999";"30449";;;;;"STD";"195";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"32513143";"LFR108HSZ";"";"RAS";;"FBZ";;;"108 HSZ";"RAS";"RAS";;"108 HSZ";"108 HSZ";;;;;;;;;;;;;"FL195";"5943";;;;"FL999";"30449";;;;;"STD";"195";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"False";;"False";"False";;;;"True";;;;;;;;"32513188";"LFR108HWZ";"";"RAS";;"FBZ";;;"108 HWZ";"RAS";"RAS";;"108 HWZ";"108 HWZ";;;;;;;;;;;;;"FL195";"5943";;;;"FL999";"30449";;;;;"STD";"195";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"False";"False";"False";"False";;;;;"True";;;;;;;"32513029";"LFR108RM";"";"R";;;;;"108 RM";"R";"R";;"108 RM";"R 108 RM";"Administrator: CCER Istres CAG IFR: penetration as per protocol. CAM: penetration with authorization from MARIUS Radar or MARENGO Radar. Except for LF-R 108 HN and LF-R 108 RT when active. Actual activity known on: - MARSEILLE CONTROLE/UAC, - BORDEAUX CONTROLE/UAC, - MARIUS Radar, - MARENGO Radar. ";;;;;;;;;;;;"FL195";"5943";;;;"FL999";"30449";;;;;"STD";"195";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"False";"False";"False";"False";;;;;"True";;;;;;;"32513168";"LFR108RMZ";"";"RAS";;"FBZ";;;"108 RMZ";"RMZ";"RMZ";;"108";"RMZ 108";;;;;;;;;;;;;"FL195";"5943";;;;"FL999";"30449";;;;;"STD";"195";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1560895";"LFOB1";"D";"TMA";;;;;"BEAUVAIS 1";"D";"TMA";;"BEAUVAIS 1";"TMA BEAUVAIS 1";"Activation known on BEAUVAIS APP or ATIS 118.380 MHz and phone number 03 44 84 69 41.";;"HO";"WIN: 0615-2200, SUM: -1HR Extension for all scheduled commercial flights. Extension pour tout vol commercial programmé.";{"1": ["UTCW(01/01->31/12)", "ANY(06:15->22:00)"]};"True";;;;;;;"1500FT AMSL";"457";;;;"2500FT AMSL";"762";;;;;"ALT";"1500";"FT";;;;"ALT";"2500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1566073";"LFOB2.1";"D";"TMA";;;;;"BEAUVAIS 2.1";"D";"TMA";;"BEAUVAIS 2.1";"TMA BEAUVAIS 2.1";"Extension for all scheduled commercial flights. Activation known on BEAUVAIS APP or on ATIS 118.380 MHz and phone number 03 44 84 69 41.";;"TIMSH";"WIN: 0615-2200, SUM: -1HR";{"1": ["UTCW(01/01->31/12)", "ANY(06:15->22:00)"]};"True";;;;;;;"2500FT AMSL";"762";;;;"4500FT AMSL";"1371";;;;;"ALT";"2500";"FT";;;;"ALT";"4500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1566067";"LFOB4";"D";"TMA";;;;;"BEAUVAIS 4";"D";"TMA";;"BEAUVAIS 4";"TMA BEAUVAIS 4";"Extension for all scheduled commercial flights. Activation known on BEAUVAIS APP or on ATIS 118.380 MHz and phone number 03 44 84 69 41. Can be downgraded to class E for certain air activities, in accordance with protocol.";;"TIMSH";"WIN: 0615-2200, SUM: -1HR";{"1": ["UTCW(01/01->31/12)", "ANY(06:15->22:00)"]};"True";;;;;;;"2500FT AMSL";"762";;;;"FL065";"1981";;;;;"ALT";"2500";"FT";;;;"STD";"65";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1566079";"LFOB2.2";"D";"TMA";;;;;"BEAUVAIS 2.2";"D";"TMA";;"BEAUVAIS 2.2";"TMA BEAUVAIS 2.2";"Extension for all scheduled commercial flights. Activation known on BEAUVAIS APP or on ATIS 118.380 MHz and phone number 03 44 84 69 41. Can be downgraded to class E for certain air activities, in accordance with protocol.";;"TIMSH";"WIN: 0615-2200, SUM: -1HR";{"1": ["UTCW(01/01->31/12)", "ANY(06:15->22:00)"]};"True";;;;;;;"2500FT AMSL";"762";;;;"4500FT AMSL";"1371";;;;;"ALT";"2500";"FT";;;;"ALT";"4500";"FT";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1566077";"LFOB3";"D";"TMA";;;;;"BEAUVAIS 3";"D";"TMA";;"BEAUVAIS 3";"TMA BEAUVAIS 3";"Extension for all scheduled commercial flights. Activation known on BEAUVAIS APP or on ATIS 118.380 MHz and phone number 03 44 84 69 41.";;"TIMSH";"WIN: 0615-2200, SUM: -1HR";{"1": ["UTCW(01/01->31/12)", "ANY(06:15->22:00)"]};"True";;;;;;;"4500FT AMSL";"1371";;;;"FL065";"1981";;;;;"ALT";"4500";"FT";;;;"STD";"65";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"32230317";"LFOB5";"D";"TMA";;;;;"BEAUVAIS 5";"D";"TMA";;"BEAUVAIS 5";"TMA BEAUVAIS 5";"Activation known on BEAUVAIS APP or ATIS 118.380 MHz and phone number 03 44 84 69 41.";;"HO";"WIN: 0615-2200, SUM: -1HR Extension pour tout vol commercial programmé. Extension for all scheduled commercial flights.";;"True";;;;;;;"FL065";"1981";;;;"FL085";"2590";;;;;"STD";"065";"FL";;;;"STD";"085";"FL";;;;;
"Airspace Zone";"False";"True";"False";"False";"False";;;;"True";;;;;"FRANCE";;;"1566559";"LFRS4";"E";"TMA";;;;;"NANTES 4";"E";"TMA";;"NANTES 4";"TMA NANTES 4";;;"H24";;;;;;;;;;"2500FT AMSL";"762";;;;"FL065";"1981";;;;;"ALT";"2500";"FT";;;;"STD";"065";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1561735";"TMA16167";"C";"TMA";;;;;"GENEVE 7";"C";"TMA";;"GENEVE 7";"TMA GENEVE 7";"Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"FL105";"3200";;;;"FL195";"5943";;;;;"STD";"105";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1561745";"TMA16168";"C";"TMA";;;;;"GENEVE 8";"C";"TMA";;"GENEVE 8";"TMA GENEVE 8";"Airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"FL095";"2895";;;;"FL195";"5943";;;;;"STD";"95";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1561003";"TMA16164";"C";"TMA";;;;;"GENEVE 4";"C";"TMA";;"GENEVE 4";"TMA GENEVE 4";"Except for LF-R 219 area when active. Lower limit FL 085 within part 4.1 ST CLAUDE NORD lateral limits. Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"FL075";"2286";;;;"FL195";"5943";;;;;"STD";"75";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"False";"False";"False";;;;"True";;;;;;;;"7530071";"TMA16163F.";"E";"TMA";;;;;"GENEVE 3 FRANCAISE.20";"E";"TMA";;"GENEVE 3 FRANCAISE.20";"TMA GENEVE 3 FRANCAISE.20 Lower(1000FT AGL-3500FT AMSL)";"Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;"1000FT AGL";"3500FT AMSL";"1066";"304";;;"6500FT AMSL";"1981";;;;;"ALT";"3500";"FT";"HEI";"1000";"FT";"ALT";"6500";"FT";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";"FRANCE";;;"1565021";"LFKJ3";"D";"TMA";;;;;"AJACCIO 3";"D";"TMA";;"AJACCIO 3";"TMA AJACCIO 3 Lower(2000FT AGL-2500FT AMSL)";"Except for parts interfering with LF-R 65 and/or LF-D 580 and FIGARI CTR when active. (1)  MARSEILLE ACC ABV FL 145.";;"H24";;;;;;;;;"2000FT AGL";"2500FT AMSL";"762";"609";;;"FL195";"5943";;;;;"ALT";"2500";"FT";"HEI";"2000";"FT";"STD";"195";"FL";;;;;
"Airspace Zone";"False";"False";"True";"False";"True";;;;;"True";;;"True";"FRANCE";;;"32512534";"LFKB7";"D";"TMA";;;;;"BASTIA 7";"D";"TMA";;"BASTIA 7";"TMA BASTIA 7";"(1) By delegation of services (see AD2 ARR/DEP). Except for LF-R 65 and R 66 SOLENZARA when active. Sections of the TMA are shared with LF-D 67, whose entry requirements are specified in part ENR 5.1.";;"H24";;;;;;;;;;"FL115";"3505";;;;"FL195";"5943";;;;;"STD";"115";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1566553";"LF9020";"";"D-OTHER";;"AER";;;"9020";"Q";"AER";;"9020";"AER 9020 Upper(2450FT AMSL-1000FT AGL)";"Radio controlled model flying as per protocol. MON-FRI: 500 FT ASFC WE+HOL: 1000 FT ASFC MAX.";;"HJ";"SR-SS outside LF-R 44 C";;;;;;;;;"SFC";"0";;;"1000FT AGL";"2450FT AMSL";"746";"304";;;;"HEI";"0";"FT";;;;"ALT";"2450";"FT";;;;;
"Airspace Zone";"False";"False";"False";"False";"False";;;;;"True";;;;;;;"32513385";"LFD12SB";"";"D";;;;;"12 SUD B";"Q";"Q";;"12 SUD B";"Q 12 SUD B";"Administrator: ATLANTIQUE CCMAR. Activity known on BREST ACC.";;;;;;;;;;;;"FL275";"8382";;;;"FL999";"30449";;;;;"STD";"275";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"False";"False";"False";"False";;;;;"True";;;;;;;"32513398";"LFD14B";"";"D";;;;;"14 B";"Q";"Q";;"14 B";"Q 14 B";"Administrator: ATLANTIQUE CCMAR. Activity known on BREST ACC.";;;;;;;;;;;;"FL275";"8382";;;;"FL999";"30449";;;;;"STD";"275";"FL";;;;"STD";"999";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"32512556";"LFKB7.20";"D";"TMA";;;;;"BASTIA 7.20";"D";"TMA";;"BASTIA 7.20";"TMA BASTIA 7.20";"Downgrading to class E following protocol announced by BASTIA ATIS. Except for LF-R 65 and R 66 SOLENZARA when active. Sections of the TMA are shared with LF-D 67, whose entry requirements are specified in part ENR 5.1.";;"H24";;;;;;;;"[0, 0, 0, 0]";;"3000FT AGL";"914";;"914";;"FL115";"3505";;;;;"HEI";"3000";"FT";;;;"STD";"115";"FL";;;;;
"Airspace Zone";"False";"True";"False";"False";"False";;;;"True";;;;;"FRANCE";;;"1560889";"LFKB4";"E";"TMA";;;;;"BASTIA 4";"E";"TMA";;"BASTIA 4";"TMA BASTIA 4";"(1)By delegation of services (see AD2 ARR/DEP). Sections of the TMA are shared with LF-R65 and LF-D67, whose entry requirements are specified in part ENR 5.1.";;"H24";;;;;;;;"[0, 0, 0, 0]";;"1800FT AGL";"548";;"548";;"3000FT AGL";"914";;"914";;;"HEI";"1800";"FT";;;;"HEI";"3000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"False";"False";;;;"True";;;;;;;;"7530053";"TMA16162F.";"E";"TMA";;;;;"GENEVE 2 FRANCAISE.20";"E";"TMA";;"GENEVE 2 FRANCAISE.20";"TMA GENEVE 2 FRANCAISE.20 Lower(1000FT AGL-3500FT AMSL)";"Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;"1000FT AGL";"3500FT AMSL";"1066";"304";;;"5500FT AMSL";"1676";;;;;"ALT";"3500";"FT";"HEI";"1000";"FT";"ALT";"5500";"FT";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1560993";"TMA16161";"C";"TMA";;;;;"GENEVE 1";"C";"TMA";;"GENEVE 1";"TMA GENEVE 1 Lower(1000FT AGL-3500FT AMSL)";"Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;"1000FT AGL";"3500FT AMSL";"1066";"304";;;"FL195";"5943";;;;;"ALT";"3500";"FT";"HEI";"1000";"FT";"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1560989";"TMA16162";"C";"TMA";;;;;"GENEVE 2";"C";"TMA";;"GENEVE 2";"TMA GENEVE 2";"Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"5500FT AMSL";"1676";;;;"FL195";"5943";;;;;"ALT";"5500";"FT";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1561007";"TMA16163";"C";"TMA";;;;;"GENEVE 3";"C";"TMA";;"GENEVE 3";"TMA GENEVE 3";"Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"6500FT AMSL";"1981";;;;"FL195";"5943";;;;;"ALT";"6500";"FT";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";;;;"1564493";"TMA161645";"C";"TMA";;;;;"GENEVE 4.1 ST CLAUDE NORD";"C";"TMA";;"GENEVE 4.1 ST CLAUDE NORD";"TMA GENEVE 4.1 ST CLAUDE NORD";"Downgrading to class G in accordance with protocol announced on ATIS Swiss glider 124.750 MHz. Airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"FL075";"2286";;;;"FL085";"2590";;;;;"STD";"75";"FL";;;;"STD";"85";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";;;;"1561739";"TMA16166";"C";"TMA";;;;;"GENEVE 6";"C";"TMA";;"GENEVE 6";"TMA GENEVE 6";"Cross-border airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"FL085";"2590";;;;"FL195";"5943";;;;;"STD";"85";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"False";"True";"False";"True";;;;;"True";;;"True";;;;"1561743";"TMA16169";"C";"TMA";;;;;"GENEVE 9";"C";"TMA";;"GENEVE 9";"TMA GENEVE 9";"Airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"FL115";"3505";;;;"FL195";"5943";;;;;"STD";"115";"FL";;;;"STD";"195";"FL";;;;;
"Airspace Zone";"False";"False";"True";"False";"True";;;;;"True";;;"True";;;;"23547098";"TMA16170";"C";"TMA";;;;;"GENEVE 10";"C";"TMA";;"GENEVE 10";"TMA GENEVE 10";"Airspace wherein ATS is provided by a foreign provider. Refer to Swiss AIP.";;"H24";;;;;;;;;;"FL115";"3505";;;;"FL155";"4724";;;;;"STD";"115";"FL";;;;"STD";"155";"FL";;;;;
"Airspace Zone";"False";"True";"True";"True";"True";;;;;;;;"True";"FRANCE";;;"17782146";"LFBZ8";"D";"TMA";;;;;"BIARRITZ 8";"D";"TMA";;"BIARRITZ 8";"TMA BIARRITZ 8";"Only when TMA MARSAN 1.2 is inactive. Extension possible for all scheduled commercial flights, medical flights and those which have been granted a prior authorisation. Portions of this airspace coexist with LF-R 339 whose entry conditions are stated in part ENR 5.1 Activation known on BIARRITZ APP or on ATIS.";;"HX";"0530-2200 (SUM: -1HR).";;"True";;;;;;;"FL065";"1981";;;;"FL145";"4419";;;;;"STD";"065";"FL";;;;"STD";"145";"FL";;;;;
"Airspace Zone";"False";"True";"False";"True";"False";;;;;;;;"True";"FRANCE";;;"1561031";"LFBH2.1";"D";"TMA";;;;;"LA ROCHELLE 2.1";"D";"TMA";;"LA ROCHELLE 2.1";"TMA LA ROCHELLE 2.1";;;"HX";;;"True";;;;;;;"2000FT AMSL";"609";;;;"3000FT AMSL";"914";;;;;"ALT";"2000";"FT";;;;"ALT";"3000";"FT";;;;;
"Airspace Zone";"False";"True";"False";"False";"False";;;;"True";;;;;"FRANCE";;;"32511260";"LFBZ9.2.20";"E";"TMA";;;;;"BIARRITZ 9.2.20";"E";"TMA";;"BIARRITZ 9.2.20";"TMA BIARRITZ 9.2.20";"PYRENEES APP outside BIARRITZ APP SKED.";;"H24";;;;;;;;;;"3500FT AMSL";"1066";;;;"4500FT AMSL";"1371";;;;;"ALT";"3500";"FT";;;;"ALT";"4500";"FT";;;;;
